vocabulary size: 137
n tunes: 23636
n train tunes: 22452.0
n validation tunes: 1184.0
24/3508 (epoch 0.034) train_loss=1385.44359975 time/batch=11.20s
25/3508 (epoch 0.036) train_loss=748.91661792 time/batch=6.24s
26/3508 (epoch 0.037) train_loss=1387.64854386 time/batch=11.48s
27/3508 (epoch 0.038) train_loss=1082.04157041 time/batch=8.87s
28/3508 (epoch 0.040) train_loss=487.94202309 time/batch=4.13s
29/3508 (epoch 0.041) train_loss=937.99882177 time/batch=8.03s
30/3508 (epoch 0.043) train_loss=232.72063665 time/batch=1.99s
31/3508 (epoch 0.044) train_loss=203.99584109 time/batch=1.74s
32/3508 (epoch 0.046) train_loss=769.83329303 time/batch=6.26s
33/3508 (epoch 0.047) train_loss=2009.42749904 time/batch=25.38s
34/3508 (epoch 0.048) train_loss=1249.89209324 time/batch=9.77s
35/3508 (epoch 0.050) train_loss=204.94888598 time/batch=1.80s
36/3508 (epoch 0.051) train_loss=1293.58876391 time/batch=10.09s
37/3508 (epoch 0.053) train_loss=1063.65780954 time/batch=8.81s
38/3508 (epoch 0.054) train_loss=798.06627866 time/batch=6.60s
39/3508 (epoch 0.056) train_loss=571.00644922 time/batch=4.73s
40/3508 (epoch 0.057) train_loss=943.95339929 time/batch=12.06s
41/3508 (epoch 0.058) train_loss=413.63731454 time/batch=7.67s
42/3508 (epoch 0.060) train_loss=955.93720863 time/batch=17.95s
43/3508 (epoch 0.061) train_loss=1081.83483084 time/batch=20.06s
44/3508 (epoch 0.063) train_loss=337.33869993 time/batch=6.50s
45/3508 (epoch 0.064) train_loss=376.29345391 time/batch=7.10s
46/3508 (epoch 0.066) train_loss=551.95799456 time/batch=10.50s
47/3508 (epoch 0.067) train_loss=1099.79890118 time/batch=19.78s
48/3508 (epoch 0.068) train_loss=1023.04807351 time/batch=18.87s
49/3508 (epoch 0.070) train_loss=1284.47103482 time/batch=24.30s
50/3508 (epoch 0.071) train_loss=327.60043439 time/batch=6.15s
51/3508 (epoch 0.073) train_loss=461.86465872 time/batch=9.01s
52/3508 (epoch 0.074) train_loss=632.45770643 time/batch=11.55s
53/3508 (epoch 0.076) train_loss=465.77527928 time/batch=8.88s
54/3508 (epoch 0.077) train_loss=906.00171816 time/batch=17.16s
55/3508 (epoch 0.078) train_loss=331.24080714 time/batch=6.34s
56/3508 (epoch 0.080) train_loss=248.33990323 time/batch=4.86s
57/3508 (epoch 0.081) train_loss=1124.74361819 time/batch=20.62s
58/3508 (epoch 0.083) train_loss=340.24132398 time/batch=6.74s
59/3508 (epoch 0.084) train_loss=700.93432509 time/batch=12.53s
60/3508 (epoch 0.086) train_loss=994.54419991 time/batch=18.01s
61/3508 (epoch 0.087) train_loss=536.65559511 time/batch=10.12s
62/3508 (epoch 0.088) train_loss=698.24126943 time/batch=13.29s
63/3508 (epoch 0.090) train_loss=697.16310246 time/batch=12.72s
64/3508 (epoch 0.091) train_loss=179.33635628 time/batch=3.54s
65/3508 (epoch 0.093) train_loss=1283.81158487 time/batch=26.09s
66/3508 (epoch 0.094) train_loss=549.82542052 time/batch=10.08s
67/3508 (epoch 0.095) train_loss=671.87598103 time/batch=12.14s
68/3508 (epoch 0.097) train_loss=896.42053668 time/batch=17.10s
69/3508 (epoch 0.098) train_loss=540.26023022 time/batch=10.30s
70/3508 (epoch 0.100) train_loss=375.04318786 time/batch=7.29s
71/3508 (epoch 0.101) train_loss=1188.53186912 time/batch=21.75s
72/3508 (epoch 0.103) train_loss=835.02680489 time/batch=15.63s
73/3508 (epoch 0.104) train_loss=303.86556025 time/batch=5.79s
74/3508 (epoch 0.105) train_loss=852.63134210 time/batch=15.80s
75/3508 (epoch 0.107) train_loss=3402.50572245 time/batch=116.03s
76/3508 (epoch 0.108) train_loss=341.44950785 time/batch=6.36s
77/3508 (epoch 0.110) train_loss=729.96546315 time/batch=13.53s
78/3508 (epoch 0.111) train_loss=530.95401224 time/batch=10.07s
79/3508 (epoch 0.113) train_loss=326.32577495 time/batch=6.39s
80/3508 (epoch 0.114) train_loss=262.74397504 time/batch=5.27s
81/3508 (epoch 0.115) train_loss=458.89505630 time/batch=8.81s
82/3508 (epoch 0.117) train_loss=698.10188377 time/batch=12.94s
83/3508 (epoch 0.118) train_loss=1171.72304539 time/batch=21.29s
84/3508 (epoch 0.120) train_loss=991.34284906 time/batch=18.27s
85/3508 (epoch 0.121) train_loss=803.40585425 time/batch=14.50s
86/3508 (epoch 0.123) train_loss=845.01636555 time/batch=16.06s
87/3508 (epoch 0.124) train_loss=317.44173370 time/batch=6.14s
88/3508 (epoch 0.125) train_loss=903.22286727 time/batch=17.06s
89/3508 (epoch 0.127) train_loss=785.91106943 time/batch=14.64s
90/3508 (epoch 0.128) train_loss=811.82954618 time/batch=15.03s
91/3508 (epoch 0.130) train_loss=1180.28306244 time/batch=22.23s
92/3508 (epoch 0.131) train_loss=730.87883644 time/batch=13.90s
93/3508 (epoch 0.133) train_loss=783.85185575 time/batch=14.83s
94/3508 (epoch 0.134) train_loss=350.59062019 time/batch=6.89s
95/3508 (epoch 0.135) train_loss=948.12241321 time/batch=17.38s
96/3508 (epoch 0.137) train_loss=621.42954044 time/batch=11.76s
97/3508 (epoch 0.138) train_loss=167.92304857 time/batch=3.61s
98/3508 (epoch 0.140) train_loss=494.24417796 time/batch=9.43s
99/3508 (epoch 0.141) train_loss=893.57005101 time/batch=16.77s
100/3508 (epoch 0.143) train_loss=744.34067882 time/batch=13.53s
101/3508 (epoch 0.144) train_loss=559.43316834 time/batch=10.60s
102/3508 (epoch 0.145) train_loss=1077.82436765 time/batch=20.08s
103/3508 (epoch 0.147) train_loss=719.63478941 time/batch=13.68s
104/3508 (epoch 0.148) train_loss=486.89866322 time/batch=9.23s
105/3508 (epoch 0.150) train_loss=851.90855065 time/batch=16.07s
106/3508 (epoch 0.151) train_loss=222.29938419 time/batch=4.41s
107/3508 (epoch 0.153) train_loss=234.38323981 time/batch=4.57s
108/3508 (epoch 0.154) train_loss=721.50905083 time/batch=8.53s
109/3508 (epoch 0.155) train_loss=445.21191753 time/batch=3.90s
110/3508 (epoch 0.157) train_loss=609.47230437 time/batch=5.19s
111/3508 (epoch 0.158) train_loss=997.35981581 time/batch=8.64s
112/3508 (epoch 0.160) train_loss=875.71830488 time/batch=7.41s
113/3508 (epoch 0.161) train_loss=1099.23127603 time/batch=9.34s
114/3508 (epoch 0.162) train_loss=372.08109607 time/batch=3.29s
115/3508 (epoch 0.164) train_loss=983.10200553 time/batch=8.27s
116/3508 (epoch 0.165) train_loss=1032.08365020 time/batch=8.48s
117/3508 (epoch 0.167) train_loss=665.33376880 time/batch=5.77s
118/3508 (epoch 0.168) train_loss=1067.41256403 time/batch=8.93s
119/3508 (epoch 0.170) train_loss=674.71931277 time/batch=5.63s
120/3508 (epoch 0.171) train_loss=771.98274710 time/batch=6.37s
121/3508 (epoch 0.172) train_loss=614.72538716 time/batch=5.26s
122/3508 (epoch 0.174) train_loss=454.28646869 time/batch=3.95s
123/3508 (epoch 0.175) train_loss=483.82842487 time/batch=4.17s
124/3508 (epoch 0.177) train_loss=191.35356789 time/batch=1.84s
125/3508 (epoch 0.178) train_loss=654.59503933 time/batch=5.36s
126/3508 (epoch 0.180) train_loss=301.61066529 time/batch=2.63s
127/3508 (epoch 0.181) train_loss=217.76582301 time/batch=2.01s
128/3508 (epoch 0.182) train_loss=840.77235882 time/batch=7.06s
129/3508 (epoch 0.184) train_loss=1145.08965435 time/batch=9.46s
130/3508 (epoch 0.185) train_loss=579.93401717 time/batch=4.97s
131/3508 (epoch 0.187) train_loss=406.53794776 time/batch=3.48s
132/3508 (epoch 0.188) train_loss=982.88175407 time/batch=8.38s
133/3508 (epoch 0.190) train_loss=529.17620394 time/batch=4.48s
134/3508 (epoch 0.191) train_loss=816.41052945 time/batch=6.69s
135/3508 (epoch 0.192) train_loss=784.12520928 time/batch=6.55s
136/3508 (epoch 0.194) train_loss=877.83071838 time/batch=7.37s
137/3508 (epoch 0.195) train_loss=544.91472604 time/batch=4.73s
138/3508 (epoch 0.197) train_loss=817.33298963 time/batch=6.67s
139/3508 (epoch 0.198) train_loss=443.32832306 time/batch=3.99s
140/3508 (epoch 0.200) train_loss=480.33129965 time/batch=4.13s
141/3508 (epoch 0.201) train_loss=375.99073582 time/batch=3.27s
142/3508 (epoch 0.202) train_loss=828.85438104 time/batch=6.87s
143/3508 (epoch 0.204) train_loss=509.67992121 time/batch=4.40s
144/3508 (epoch 0.205) train_loss=229.06421818 time/batch=2.10s
145/3508 (epoch 0.207) train_loss=878.83905770 time/batch=7.22s
146/3508 (epoch 0.208) train_loss=918.78997895 time/batch=7.73s
147/3508 (epoch 0.210) train_loss=341.81194536 time/batch=2.93s
148/3508 (epoch 0.211) train_loss=681.31853078 time/batch=5.66s
149/3508 (epoch 0.212) train_loss=840.92544937 time/batch=7.19s
150/3508 (epoch 0.214) train_loss=779.27077145 time/batch=6.54s
151/3508 (epoch 0.215) train_loss=710.72323216 time/batch=5.96s
152/3508 (epoch 0.217) train_loss=262.11859251 time/batch=2.33s
153/3508 (epoch 0.218) train_loss=619.07184975 time/batch=5.20s
154/3508 (epoch 0.219) train_loss=567.12033946 time/batch=4.86s
155/3508 (epoch 0.221) train_loss=713.19410420 time/batch=5.90s
156/3508 (epoch 0.222) train_loss=513.25349736 time/batch=4.41s
157/3508 (epoch 0.224) train_loss=534.68296168 time/batch=4.67s
158/3508 (epoch 0.225) train_loss=405.91373626 time/batch=3.46s
159/3508 (epoch 0.227) train_loss=356.99738584 time/batch=3.17s
160/3508 (epoch 0.228) train_loss=421.10366812 time/batch=3.59s
161/3508 (epoch 0.229) train_loss=1004.60699211 time/batch=8.02s
162/3508 (epoch 0.231) train_loss=338.82275484 time/batch=3.03s
163/3508 (epoch 0.232) train_loss=337.96778730 time/batch=2.94s
164/3508 (epoch 0.234) train_loss=260.05198359 time/batch=2.32s
165/3508 (epoch 0.235) train_loss=873.27250510 time/batch=7.11s
166/3508 (epoch 0.237) train_loss=386.51219569 time/batch=3.12s
167/3508 (epoch 0.238) train_loss=220.34335142 time/batch=2.00s
168/3508 (epoch 0.239) train_loss=309.53730119 time/batch=2.66s
169/3508 (epoch 0.241) train_loss=327.17039525 time/batch=2.76s
170/3508 (epoch 0.242) train_loss=695.90314143 time/batch=5.53s
171/3508 (epoch 0.244) train_loss=852.27717177 time/batch=7.19s
172/3508 (epoch 0.245) train_loss=388.07828423 time/batch=3.30s
173/3508 (epoch 0.247) train_loss=387.08122023 time/batch=3.25s
174/3508 (epoch 0.248) train_loss=607.05954901 time/batch=5.00s
175/3508 (epoch 0.249) train_loss=345.83636040 time/batch=3.05s
176/3508 (epoch 0.251) train_loss=243.28283772 time/batch=2.17s
177/3508 (epoch 0.252) train_loss=405.64687266 time/batch=3.45s
178/3508 (epoch 0.254) train_loss=311.50993970 time/batch=2.69s
179/3508 (epoch 0.255) train_loss=428.78390635 time/batch=3.78s
180/3508 (epoch 0.257) train_loss=687.87376612 time/batch=5.58s
181/3508 (epoch 0.258) train_loss=259.25541702 time/batch=2.23s
182/3508 (epoch 0.259) train_loss=351.99302499 time/batch=3.12s
183/3508 (epoch 0.261) train_loss=612.56747327 time/batch=4.97s
184/3508 (epoch 0.262) train_loss=377.07384110 time/batch=3.23s
185/3508 (epoch 0.264) train_loss=494.03038630 time/batch=4.23s
186/3508 (epoch 0.265) train_loss=661.12493731 time/batch=5.30s
187/3508 (epoch 0.267) train_loss=673.91830405 time/batch=5.66s
188/3508 (epoch 0.268) train_loss=236.38468944 time/batch=2.08s
189/3508 (epoch 0.269) train_loss=605.43637914 time/batch=4.91s
190/3508 (epoch 0.271) train_loss=529.66472419 time/batch=4.52s
191/3508 (epoch 0.272) train_loss=680.93698949 time/batch=5.57s
192/3508 (epoch 0.274) train_loss=412.04715073 time/batch=3.55s
193/3508 (epoch 0.275) train_loss=1067.12049471 time/batch=8.91s
194/3508 (epoch 0.277) train_loss=429.04264526 time/batch=3.62s
195/3508 (epoch 0.278) train_loss=295.41579848 time/batch=2.65s
196/3508 (epoch 0.279) train_loss=775.44832143 time/batch=6.52s
197/3508 (epoch 0.281) train_loss=601.69943031 time/batch=5.22s
198/3508 (epoch 0.282) train_loss=1453.63815086 time/batch=4.46s
199/3508 (epoch 0.284) train_loss=842.36709362 time/batch=6.85s
200/3508 (epoch 0.285) train_loss=513.35316883 time/batch=4.29s
201/3508 (epoch 0.286) train_loss=455.24197246 time/batch=3.97s
202/3508 (epoch 0.288) train_loss=260.87994792 time/batch=2.42s
203/3508 (epoch 0.289) train_loss=428.97924273 time/batch=3.83s
204/3508 (epoch 0.291) train_loss=397.36243649 time/batch=3.46s
205/3508 (epoch 0.292) train_loss=639.04926774 time/batch=5.37s
206/3508 (epoch 0.294) train_loss=409.60894382 time/batch=3.62s
207/3508 (epoch 0.295) train_loss=505.70067205 time/batch=4.23s
208/3508 (epoch 0.296) train_loss=695.28969939 time/batch=5.94s
209/3508 (epoch 0.298) train_loss=558.27084595 time/batch=4.87s
210/3508 (epoch 0.299) train_loss=793.05166486 time/batch=6.60s
211/3508 (epoch 0.301) train_loss=700.08641577 time/batch=5.87s
212/3508 (epoch 0.302) train_loss=817.20012468 time/batch=6.73s
213/3508 (epoch 0.304) train_loss=436.82333894 time/batch=3.93s
214/3508 (epoch 0.305) train_loss=257.19405558 time/batch=2.31s
215/3508 (epoch 0.306) train_loss=858.81071412 time/batch=7.31s
216/3508 (epoch 0.308) train_loss=946.77833618 time/batch=7.80s
217/3508 (epoch 0.309) train_loss=694.97753674 time/batch=5.86s
218/3508 (epoch 0.311) train_loss=454.08913600 time/batch=3.96s
219/3508 (epoch 0.312) train_loss=982.36301501 time/batch=8.93s
220/3508 (epoch 0.314) train_loss=363.23032084 time/batch=3.13s
221/3508 (epoch 0.315) train_loss=274.36481847 time/batch=2.52s
222/3508 (epoch 0.316) train_loss=433.05008234 time/batch=3.89s
223/3508 (epoch 0.318) train_loss=439.79504666 time/batch=4.13s
224/3508 (epoch 0.319) train_loss=374.00631369 time/batch=3.33s
225/3508 (epoch 0.321) train_loss=343.04761418 time/batch=3.18s
226/3508 (epoch 0.322) train_loss=509.31408638 time/batch=4.31s
227/3508 (epoch 0.324) train_loss=340.78228544 time/batch=3.04s
228/3508 (epoch 0.325) train_loss=475.97947462 time/batch=4.23s
229/3508 (epoch 0.326) train_loss=450.93008479 time/batch=3.93s
230/3508 (epoch 0.328) train_loss=276.71967217 time/batch=2.39s
231/3508 (epoch 0.329) train_loss=326.62361431 time/batch=2.86s
232/3508 (epoch 0.331) train_loss=395.27262793 time/batch=3.40s
233/3508 (epoch 0.332) train_loss=322.21746244 time/batch=2.75s
234/3508 (epoch 0.334) train_loss=294.73939158 time/batch=2.58s
235/3508 (epoch 0.335) train_loss=323.63923421 time/batch=2.87s
236/3508 (epoch 0.336) train_loss=413.18453754 time/batch=3.60s
237/3508 (epoch 0.338) train_loss=420.05495239 time/batch=3.66s
238/3508 (epoch 0.339) train_loss=641.39027943 time/batch=5.36s
239/3508 (epoch 0.341) train_loss=305.20328352 time/batch=2.67s
240/3508 (epoch 0.342) train_loss=618.39854176 time/batch=5.15s
241/3508 (epoch 0.343) train_loss=684.02335643 time/batch=5.50s
242/3508 (epoch 0.345) train_loss=430.33071043 time/batch=3.65s
243/3508 (epoch 0.346) train_loss=428.18251567 time/batch=3.57s
244/3508 (epoch 0.348) train_loss=237.92652692 time/batch=2.09s
245/3508 (epoch 0.349) train_loss=687.60435039 time/batch=5.92s
246/3508 (epoch 0.351) train_loss=252.88985886 time/batch=2.24s
247/3508 (epoch 0.352) train_loss=307.64948148 time/batch=2.65s
248/3508 (epoch 0.353) train_loss=522.64629282 time/batch=4.47s
249/3508 (epoch 0.355) train_loss=630.59633650 time/batch=5.27s
250/3508 (epoch 0.356) train_loss=674.69096130 time/batch=5.54s
251/3508 (epoch 0.358) train_loss=734.92984415 time/batch=5.98s
252/3508 (epoch 0.359) train_loss=490.31542816 time/batch=4.07s
253/3508 (epoch 0.361) train_loss=402.43764184 time/batch=3.45s
254/3508 (epoch 0.362) train_loss=518.30205012 time/batch=4.41s
255/3508 (epoch 0.363) train_loss=328.54603972 time/batch=2.90s
256/3508 (epoch 0.365) train_loss=399.84398858 time/batch=3.36s
257/3508 (epoch 0.366) train_loss=711.93006417 time/batch=5.88s
258/3508 (epoch 0.368) train_loss=664.88531386 time/batch=5.39s
259/3508 (epoch 0.369) train_loss=735.35445223 time/batch=6.09s
260/3508 (epoch 0.371) train_loss=636.22154924 time/batch=5.23s
261/3508 (epoch 0.372) train_loss=451.61685563 time/batch=3.85s
262/3508 (epoch 0.373) train_loss=297.30368224 time/batch=2.64s
263/3508 (epoch 0.375) train_loss=311.09855229 time/batch=2.69s
264/3508 (epoch 0.376) train_loss=379.82601686 time/batch=3.32s
265/3508 (epoch 0.378) train_loss=274.40783041 time/batch=2.41s
266/3508 (epoch 0.379) train_loss=556.51550030 time/batch=4.65s
267/3508 (epoch 0.381) train_loss=643.31862564 time/batch=5.29s
268/3508 (epoch 0.382) train_loss=687.71588288 time/batch=5.90s
269/3508 (epoch 0.383) train_loss=613.69235145 time/batch=5.12s
270/3508 (epoch 0.385) train_loss=598.56062510 time/batch=5.07s
271/3508 (epoch 0.386) train_loss=600.88584576 time/batch=4.97s
272/3508 (epoch 0.388) train_loss=480.54732709 time/batch=4.17s
273/3508 (epoch 0.389) train_loss=513.25854718 time/batch=4.50s
274/3508 (epoch 0.391) train_loss=232.37978605 time/batch=2.10s
275/3508 (epoch 0.392) train_loss=400.25166890 time/batch=3.44s
276/3508 (epoch 0.393) train_loss=334.34929054 time/batch=2.92s
277/3508 (epoch 0.395) train_loss=743.13424637 time/batch=6.18s
278/3508 (epoch 0.396) train_loss=272.57756932 time/batch=2.34s
279/3508 (epoch 0.398) train_loss=428.08923895 time/batch=3.73s
280/3508 (epoch 0.399) train_loss=547.98317133 time/batch=4.69s
281/3508 (epoch 0.400) train_loss=632.27726441 time/batch=5.40s
282/3508 (epoch 0.402) train_loss=579.48716674 time/batch=4.90s
283/3508 (epoch 0.403) train_loss=519.45060769 time/batch=4.48s
284/3508 (epoch 0.405) train_loss=403.92583131 time/batch=3.44s
285/3508 (epoch 0.406) train_loss=404.45410530 time/batch=3.54s
286/3508 (epoch 0.408) train_loss=443.51552300 time/batch=3.93s
287/3508 (epoch 0.409) train_loss=552.01979102 time/batch=4.73s
288/3508 (epoch 0.410) train_loss=225.55903336 time/batch=2.05s
289/3508 (epoch 0.412) train_loss=570.86888594 time/batch=4.79s
290/3508 (epoch 0.413) train_loss=439.22148858 time/batch=3.91s
291/3508 (epoch 0.415) train_loss=912.73700817 time/batch=7.45s
292/3508 (epoch 0.416) train_loss=586.43762377 time/batch=4.94s
293/3508 (epoch 0.418) train_loss=616.43284768 time/batch=5.15s
294/3508 (epoch 0.419) train_loss=604.13381046 time/batch=5.02s
295/3508 (epoch 0.420) train_loss=293.50179805 time/batch=2.58s
296/3508 (epoch 0.422) train_loss=287.13326292 time/batch=2.58s
297/3508 (epoch 0.423) train_loss=335.84419351 time/batch=2.95s
298/3508 (epoch 0.425) train_loss=535.58664748 time/batch=4.45s
299/3508 (epoch 0.426) train_loss=272.17551130 time/batch=2.41s
300/3508 (epoch 0.428) train_loss=517.16639131 time/batch=4.37s
301/3508 (epoch 0.429) train_loss=438.09867876 time/batch=3.78s
302/3508 (epoch 0.430) train_loss=584.54005468 time/batch=4.92s
303/3508 (epoch 0.432) train_loss=786.80564431 time/batch=6.49s
304/3508 (epoch 0.433) train_loss=326.35593233 time/batch=2.81s
305/3508 (epoch 0.435) train_loss=628.03368800 time/batch=5.09s
306/3508 (epoch 0.436) train_loss=298.24037762 time/batch=2.48s
307/3508 (epoch 0.438) train_loss=423.15057791 time/batch=3.64s
308/3508 (epoch 0.439) train_loss=719.46720612 time/batch=5.90s
309/3508 (epoch 0.440) train_loss=522.45336722 time/batch=4.37s
310/3508 (epoch 0.442) train_loss=445.18986858 time/batch=3.72s
311/3508 (epoch 0.443) train_loss=308.71839739 time/batch=2.69s
312/3508 (epoch 0.445) train_loss=328.36841803 time/batch=2.93s
313/3508 (epoch 0.446) train_loss=426.76764161 time/batch=3.56s
314/3508 (epoch 0.448) train_loss=527.06996690 time/batch=4.50s
315/3508 (epoch 0.449) train_loss=261.08731892 time/batch=2.35s
316/3508 (epoch 0.450) train_loss=293.98231717 time/batch=2.62s
317/3508 (epoch 0.452) train_loss=913.49400349 time/batch=7.51s
318/3508 (epoch 0.453) train_loss=437.44402727 time/batch=3.80s
319/3508 (epoch 0.455) train_loss=446.25334971 time/batch=3.86s
320/3508 (epoch 0.456) train_loss=536.91736216 time/batch=4.47s
321/3508 (epoch 0.458) train_loss=570.15084977 time/batch=4.78s
322/3508 (epoch 0.459) train_loss=590.88638409 time/batch=4.97s
323/3508 (epoch 0.460) train_loss=364.81485591 time/batch=3.17s
324/3508 (epoch 0.462) train_loss=342.39250268 time/batch=3.03s
325/3508 (epoch 0.463) train_loss=863.76638401 time/batch=7.49s
326/3508 (epoch 0.465) train_loss=713.44500216 time/batch=6.02s
327/3508 (epoch 0.466) train_loss=626.16886120 time/batch=5.12s
328/3508 (epoch 0.467) train_loss=349.11815952 time/batch=2.98s
329/3508 (epoch 0.469) train_loss=316.84345615 time/batch=2.81s
330/3508 (epoch 0.470) train_loss=365.61625399 time/batch=3.19s
331/3508 (epoch 0.472) train_loss=435.30793124 time/batch=3.85s
332/3508 (epoch 0.473) train_loss=527.71946475 time/batch=4.52s
333/3508 (epoch 0.475) train_loss=697.63220451 time/batch=5.80s
334/3508 (epoch 0.476) train_loss=621.34900563 time/batch=5.20s
335/3508 (epoch 0.477) train_loss=575.75823762 time/batch=4.76s
336/3508 (epoch 0.479) train_loss=546.32148224 time/batch=4.48s
337/3508 (epoch 0.480) train_loss=616.34146071 time/batch=5.21s
338/3508 (epoch 0.482) train_loss=523.20389240 time/batch=4.31s
339/3508 (epoch 0.483) train_loss=753.21331244 time/batch=6.25s
340/3508 (epoch 0.485) train_loss=540.72763153 time/batch=4.52s
341/3508 (epoch 0.486) train_loss=360.34824623 time/batch=3.13s
342/3508 (epoch 0.487) train_loss=662.06251315 time/batch=5.42s
343/3508 (epoch 0.489) train_loss=570.28182730 time/batch=4.74s
344/3508 (epoch 0.490) train_loss=289.05028912 time/batch=2.48s
345/3508 (epoch 0.492) train_loss=233.67284252 time/batch=2.13s
346/3508 (epoch 0.493) train_loss=457.62960806 time/batch=4.05s
347/3508 (epoch 0.495) train_loss=435.55918871 time/batch=3.91s
348/3508 (epoch 0.496) train_loss=479.59313419 time/batch=4.03s
349/3508 (epoch 0.497) train_loss=655.21981978 time/batch=5.42s
350/3508 (epoch 0.499) train_loss=618.15206404 time/batch=5.06s
351/3508 (epoch 0.500) train_loss=257.12869583 time/batch=2.22s
352/3508 (epoch 0.502) train_loss=486.48275185 time/batch=4.04s
353/3508 (epoch 0.503) train_loss=250.35036613 time/batch=2.18s
354/3508 (epoch 0.505) train_loss=665.18618868 time/batch=5.50s
355/3508 (epoch 0.506) train_loss=739.46374395 time/batch=6.19s
356/3508 (epoch 0.507) train_loss=439.33966646 time/batch=3.79s
357/3508 (epoch 0.509) train_loss=677.71921474 time/batch=5.73s
358/3508 (epoch 0.510) train_loss=341.68844247 time/batch=2.93s
359/3508 (epoch 0.512) train_loss=517.44693199 time/batch=4.51s
360/3508 (epoch 0.513) train_loss=720.77024111 time/batch=9.23s
361/3508 (epoch 0.515) train_loss=285.05615725 time/batch=5.57s
362/3508 (epoch 0.516) train_loss=489.06279886 time/batch=9.31s
363/3508 (epoch 0.517) train_loss=731.91318770 time/batch=13.75s
364/3508 (epoch 0.519) train_loss=688.46407897 time/batch=12.80s
365/3508 (epoch 0.520) train_loss=478.15014800 time/batch=9.39s
366/3508 (epoch 0.522) train_loss=325.53683897 time/batch=6.40s
367/3508 (epoch 0.523) train_loss=326.54731053 time/batch=6.36s
368/3508 (epoch 0.524) train_loss=482.80033556 time/batch=9.40s
369/3508 (epoch 0.526) train_loss=327.08896717 time/batch=6.60s
370/3508 (epoch 0.527) train_loss=357.11909544 time/batch=7.13s
371/3508 (epoch 0.529) train_loss=344.47855808 time/batch=7.01s
372/3508 (epoch 0.530) train_loss=622.87730697 time/batch=11.37s
373/3508 (epoch 0.532) train_loss=532.67055033 time/batch=10.12s
374/3508 (epoch 0.533) train_loss=348.15305298 time/batch=6.72s
375/3508 (epoch 0.534) train_loss=431.36403835 time/batch=8.38s
376/3508 (epoch 0.536) train_loss=543.44895528 time/batch=10.41s
377/3508 (epoch 0.537) train_loss=505.82944380 time/batch=9.65s
378/3508 (epoch 0.539) train_loss=324.93489346 time/batch=6.35s
379/3508 (epoch 0.540) train_loss=387.06453193 time/batch=7.62s
380/3508 (epoch 0.542) train_loss=578.78088799 time/batch=10.92s
381/3508 (epoch 0.543) train_loss=486.30798563 time/batch=9.45s
382/3508 (epoch 0.544) train_loss=332.52700807 time/batch=6.79s
383/3508 (epoch 0.546) train_loss=459.97120580 time/batch=8.92s
384/3508 (epoch 0.547) train_loss=683.93123896 time/batch=12.91s
385/3508 (epoch 0.549) train_loss=372.94470429 time/batch=7.29s
386/3508 (epoch 0.550) train_loss=749.42042892 time/batch=13.83s
387/3508 (epoch 0.552) train_loss=543.92862111 time/batch=10.28s
388/3508 (epoch 0.553) train_loss=353.67132368 time/batch=7.18s
